scenario_id,outer_id,repeat,fold,candidate_rank,mean_test_r2,std_test_r2,mean_train_r2,std_train_r2,elapsed_grid_seconds_for_outer_fold,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
A_BMP_VS_all_features,1,1,1,11,0.35339006636092374,0.17259850822210485,0.8616285682902658,0.006839362546421657,38.956488847732544,5.0,0.7,1,2,150
A_BMP_VS_all_features,1,1,1,139,0.3112492249261645,0.16721499800057793,0.8266813904153537,0.010913066992382169,38.956488847732544,5.0,0.7,1,5,50
A_BMP_VS_all_features,1,1,1,49,0.32798797760234055,0.16588717960846996,0.8286554126943984,0.015542368286785135,38.956488847732544,5.0,0.7,1,5,100
A_BMP_VS_all_features,1,1,1,30,0.3369683354202277,0.15029230234828114,0.8285893660567945,0.01325150342671172,38.956488847732544,5.0,0.7,1,5,150
A_BMP_VS_all_features,1,1,1,114,0.31738722941000175,0.15049561700351624,0.7456331504571259,0.011163725823056794,38.956488847732544,5.0,0.7,1,10,50
A_BMP_VS_all_features,1,1,1,109,0.3182254612250445,0.1576675293931723,0.7483482586066879,0.016118895261021036,38.956488847732544,5.0,0.7,1,10,100
A_BMP_VS_all_features,1,1,1,116,0.31669106968950367,0.15161130813350143,0.7479733887910818,0.014443519375735018,38.956488847732544,5.0,0.7,1,10,150
A_BMP_VS_all_features,1,1,1,43,0.3314765945176523,0.15475923848219253,0.8306757230823957,0.008232832381382007,38.956488847732544,5.0,0.7,2,2,50
A_BMP_VS_all_features,1,1,1,27,0.33810224026032837,0.17577098399217864,0.8261186148708616,0.014408201098731411,38.956488847732544,5.0,0.7,2,2,100
A_BMP_VS_all_features,1,1,1,19,0.3428211433410458,0.17158422799665218,0.8255441993220893,0.01265291794312626,38.956488847732544,5.0,0.7,2,2,150
A_BMP_VS_all_features,1,1,1,48,0.3285846024085458,0.15383294116636614,0.8120319237205876,0.007546154598567111,38.956488847732544,5.0,0.7,2,5,50
A_BMP_VS_all_features,1,1,1,59,0.3265628596755491,0.16787273214784332,0.8114565346288941,0.014961535537734166,38.956488847732544,5.0,0.7,2,5,100
A_BMP_VS_all_features,1,1,1,31,0.3368242637910441,0.15121376794278393,0.8108696980563199,0.01307166185120016,38.956488847732544,5.0,0.7,2,5,150
A_BMP_VS_all_features,1,1,1,70,0.325435056229579,0.1439111958461423,0.734208074217748,0.011420625917043955,38.956488847732544,5.0,0.7,2,10,50
A_BMP_VS_all_features,1,1,1,79,0.3236657108941673,0.14875115620091997,0.7321319710277405,0.01630482704750693,38.956488847732544,5.0,0.7,2,10,100
A_BMP_VS_all_features,1,1,1,71,0.3248526033034457,0.14168698328207388,0.7307258124928264,0.0137034817127359,38.956488847732544,5.0,0.7,2,10,150
